Denumire Produs,Nume categorie,Link,Cod EAN,cod SKU,cod mpn
Pachet Vopsea Epoxidica Emulsionata Pardoseli “Emex Deck” - Verde - Bid. 10 Kg + Intaritor - Bid. 10 Kg,Vopsea,vopsea-epoxidica-baza-apa-pardoseala,5941930707285,EMX-150-S-7-10VD,PCK715010VD
Pachet Vopsea Epoxidica Emulsionata Pardoseli “Emex Deck” - Rosu - Bid. 4 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-epoxidica-baza-apa-pardoseala,5941930707292,EMX-150-S-7-4RO,PCK715004RO
Pachet Vopsea Epoxidica Emulsionata Pardoseli “Emex Deck” - Rosu - Bid. 10 Kg + Intaritor - Bid. 10 Kg,Vopsea,vopsea-epoxidica-baza-apa-pardoseala,5941930707308,EMX-150-S-7-10RO,PCK715010RO
Pachet Vopsea Epoxidica Emulsionata Pardoseli “Emex Deck” - Maro - Bid. 4 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-epoxidica-baza-apa-pardoseala,5941930707315,EMX-150-S-7-4MR,PCK715004MR
Pachet Vopsea Epoxidica Emulsionata Pardoseli “Emex Deck” - Maro - Bid. 10 Kg + Intaritor - Bid. 10 Kg,Vopsea,vopsea-epoxidica-baza-apa-pardoseala,5941930707322,EMX-150-S-7-10MR,PCK715010MR
Pachet Vopsea Epoxidica Emulsionata Pardoseli “Emex Deck” - Negru - Bid. 4 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-epoxidica-baza-apa-pardoseala,5941930707339,EMX-150-S-7-4NG,PCK715004NG
Pachet Vopsea Epoxidica Emulsionata Pardoseli “Emex Deck” - Negru - Bid. 10 Kg + Intaritor - Bid. 10 Kg,Vopsea,vopsea-epoxidica-baza-apa-pardoseala,5941930707346,EMX-150-S-7-10NG,PCK715010NG
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Alb - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707353,EMX-129-S-7-4AB,PCK712904AB
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707360,EMX-129-S-7-20AB,PCK712920AB
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Gri - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707377,EMX-129-S-7-4GR,PCK712904GR
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Gri - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707384,EMX-129-S-7-20GR,PCK712920GR
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Crem - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707391,EMX-129-S-7-4CR,PCK712904CR
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Crem - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707407,EMX-129-S-7-20CR,PCK712920CR
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Galben - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707414,EMX-129-S-7-4GB,PCK712904GB
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Galben - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707421,EMX-129-S-7-20GB,PCK712920GB
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Albastru - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707438,EMX-129-S-7-4AL,PCK712904AL
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Albastru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707445,EMX-129-S-7-20AL,PCK712920AL
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Verde - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707452,EMX-129-S-7-4VD,PCK712904VD
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Verde - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707469,EMX-129-S-7-20VD,PCK712920VD
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Rosu - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707476,EMX-129-S-7-4RO,PCK712904RO
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Rosu - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707483,EMX-129-S-7-20RO,PCK712920RO
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Maro - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707490,EMX-129-S-7-4MR,PCK712904MR
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Maro - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707506,EMX-129-S-7-20MR,PCK712920MR
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Negru - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707513,EMX-129-S-7-4NG,PCK712904NG
Pachet Vopsea Poliuretanica Pardoseala “Emex” - Negru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,Vopsea,vopsea-poliuretanica-pardoseli,5941930707520,EMX-129-S-7-20NG,PCK712920NG
Vopsea Clorcauciuc Pardoseala “Emex” - Alb - Bid. 5 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707537,EMX-115-S-7-5AB,CLC711505AB
Vopsea Clorcauciuc Pardoseala “Emex” - Alb - Bid. 23 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707544,EMX-115-S-7-23AB,CLC711523AB
Vopsea Clorcauciuc Pardoseala “Emex” - Gri - Bid. 5 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707551,EMX-115-S-7-5GR,CLC711505GR
Vopsea Clorcauciuc Pardoseala “Emex” - Gri - Bid. 23 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707568,EMX-115-S-7-23GR,CLC711523GR
Vopsea Clorcauciuc Pardoseala “Emex” - Crem - Bid. 5 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707575,EMX-115-S-7-5CR,CLC711505CR
Vopsea Clorcauciuc Pardoseala “Emex” - Crem - Bid. 23 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707582,EMX-115-S-7-23CR,CLC711523CR
Vopsea Clorcauciuc Pardoseala “Emex” - Galben - Bid. 5 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707599,EMX-115-S-7-5GB,CLC711505GB
Vopsea Clorcauciuc Pardoseala “Emex” - Galben - Bid. 23 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707605,EMX-115-S-7-23GB,CLC711523GB
Vopsea Clorcauciuc Pardoseala “Emex” - Albastru - Bid. 5 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707612,EMX-115-S-7-5AL,CLC711505AL
Vopsea Clorcauciuc Pardoseala “Emex” - Albastru - Bid. 23 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707629,EMX-115-S-7-23AL,CLC711523AL
Vopsea Clorcauciuc Pardoseala “Emex” - Verde - Bid. 5 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707636,EMX-115-S-7-5VD,CLC711505VD
Vopsea Clorcauciuc Pardoseala “Emex” - Verde - Bid. 23 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707643,EMX-115-S-7-23VD,CLC711523VD
Vopsea Clorcauciuc Pardoseala “Emex” - Rosu - Bid. 5 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707650,EMX-115-S-7-5RO,CLC711505RO
Vopsea Clorcauciuc Pardoseala “Emex” - Rosu - Bid. 23 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707667,EMX-115-S-7-23RO,CLC711523RO
Vopsea Clorcauciuc Pardoseala “Emex” - Maro - Bid. 5 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707674,EMX-115-S-7-5MR,CLC711505MR
Vopsea Clorcauciuc Pardoseala “Emex” - Maro - Bid. 23 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707681,EMX-115-S-7-23MR,CLC711523MR
Vopsea Clorcauciuc Pardoseala “Emex” - Negru - Bid. 5 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707698,EMX-115-S-7-5NG,CLC711505NG
Vopsea Clorcauciuc Pardoseala “Emex” - Negru - Bid. 23 Kg,Vopsea,vopsea-clorcauciuc-pardoseli,5941930707704,EMX-115-S-7-23NG,CLC711523NG
Vopsea Marcaj Rutier “Emex Route” - Alb - Bid. 25 Kg,Vopsea,vopsea-marcaj-rutier,5941930707728,EMX-122-S-7-25AB,MRC712225AB
Vopsea Marcaj Rutier “Emex Route” - Galben - Bid. 25 Kg,Vopsea,vopsea-marcaj-rutier,5941930707742,EMX-122-S-7-25GB,MRC712225GB
Vopsea Marcaj Rutier “Emex Route” - Rosu - Bid. 25 Kg,Vopsea,vopsea-marcaj-rutier,5941930707766,EMX-122-S-7-25RO,MRC712225RO
Vopsea Marcaj Rutier “Emex Route” - Albastru - Bid. 25 Kg,Vopsea,vopsea-marcaj-rutier,5941930707780,EMX-122-S-7-25AL,MRC712225AL
Lac Beton Amprentat “Emex LS Patio” - Transparent - Bid. 4 Kg,Lacuri Parchet,lac-beton-amprentat,5941930707834,EMX-055-S-7-4TR,LAC705504TR
Lac Beton Amprentat “Emex LS Patio” - Transparent - Bid. 20 Kg,Lacuri Parchet,lac-beton-amprentat,5941930707841,EMX-055-S-7-20TR,LAC705520TR
Pachet Lac Poliuretanic Beton Amprentat “Emex PU Stamp” - Bid. 3 Kg + Intaritor - Bid. 0.9 Kg,Lacuri Parchet,lac-poliuretanic-beton-amprentat,5941930707933,EMX-146-S-7-3TR,PCK714603TR
Pachet Lac Poliuretanic Beton Amprentat “Emex PU Stamp” - Bid. 16 Kg + Intaritor - Bid. 4.8 Kg,Lacuri Parchet,lac-poliuretanic-beton-amprentat,5941930707940,EMX-146-S-7-16TR,PCK714616TR
Pachet Lac Epoxidic Solvent-Free “Emex Epoxy Contact” - Bid. 4 Kg + Intaritor - Bid. 2 Kg,Lacuri Parchet,lac-epoxidic-sigilare,5941930707957,EMX-056-S-7-4TR,PCK705604TR
Pachet Lac Epoxidic Solvent-Free “Emex Epoxy Contact” - Bid. 20 Kg + Intaritor - Bid. 10 Kg,Lacuri Parchet,lac-epoxidic-sigilare,5941930707964,EMX-056-S-7-20TR,PCK705620TR
Pachet Lac Epoxidic Solventat “Emex Epoxy Coat” - Bid. 3 Kg + Intaritor - Bid. 0.90 Kg,Lacuri Parchet,lac-epoxidic-solventat,5941930707971,EMX-057-S-7-3TR,PCK705703TR
Pachet Lac Epoxidic Solventat “Emex Epoxy Coat” - Bid. 16 Kg + Intaritor - Bid. 4.80 Kg,Lacuri Parchet,lac-epoxidic-solventat,5941930707988,EMX-057-S-7-16TR,PCK705716TR
Pachet Vopsea Poliuretanica “Emex Flexipol” - Alb - Bid. 4 Kg + Intaritor - Bid. 1 Kg,Vopsea,vopsea-poliuretanica-elastica,5941930707995,EMX-127-S-7-4AB,PCK712704AB
Pachet Vopsea Poliuretanica “Emex Flexipol” - Alb - Bid. 20 Kg + Intaritor - Bid. 5 Kg,Vopsea,vopsea-poliuretanica-elastica,5941930708008,EMX-127-S-7-20AB,PCK712720AB
Pachet Vopsea Poliuretanica “Emex Flexipol” - Gri - Bid. 4 Kg + Intaritor - Bid. 1 Kg,Vopsea,vopsea-poliuretanica-elastica,5941930708015,EMX-127-S-7-4GR,PCK712704GR
Pachet Vopsea Poliuretanica “Emex Flexipol” - Gri - Bid. 20 Kg + Intaritor - Bid. 5 Kg,Vopsea,vopsea-poliuretanica-elastica,5941930708022,EMX-127-S-7-20GR,PCK712720GR
